customer_city,transaction_amount,geolocation_zip_code_prefix,geolocation_lat,geolocation_lng,geolocation_city,geolocation_state
santa salete,1,15768.0,-20.247941976890285,-50.69015607825895,santa salete,SP
centro novo do maranhao,1,65299.0,-2.1412998881048457,-46.12782606689814,centro novo do maranhao,MA
campo florido,1,38130.0,-19.760147244532277,-48.57194271165567,campo florido,MG
tapera,1,99490.0,-28.630628274371617,-52.866028687823146,tapera,RS
ananas,1,77890.0,-6.375691732844389,-48.07020541434753,ananas,TO
divinesia,1,36546.0,-20.990581622384745,-43.004131757221465,divinesia,MG
vermelho novo,1,35359.0,-20.036837990317192,-42.2662805540354,vermelho novo,MG
ibitiara,1,46700.0,-12.648863221125978,-42.21681034083437,ibitiara,BA
cocalzinho de goias,1,72975.0,-15.787534328688206,-48.77328367039296,cocalzinho de goias,GO
wenceslau guimaraes,1,45460.0,-13.682733177093008,-39.4777260139901,wenceslau guimaraes,BA
tangara,1,59240.0,-6.201564543912872,-35.801813946927695,tangara,RN
bonito de santa fe,1,58960.0,-7.313537566603111,-38.51404478025783,bonito de santa fe,PB
jaquirana,1,95420.0,-28.879924338647907,-50.35411187037637,jaquirana,RS
serra branca,1,58580.0,-7.52015812227514,-36.7104930506791,serra branca,PB
pau brasil,1,45890.0,-15.463703788418414,-39.64492871803132,pau brasil,BA
ulianopolis,1,68632.0,-3.759945659271619,-47.50133669984825,ulianopolis,PA
cascalho rico,1,38460.0,-18.653719409828188,-47.89861513326969,cascalho rico,MG
sanga puita,1,79909.0,-22.62168688924337,-55.62540480073221,sanga puita,MS
nova resende,1,37860.0,-21.13141429350991,-46.43118938190725,nova resende,MG
sacra familia do tingua,1,26660.0,-22.49074257098938,-43.60635391978753,sacra familia do tingua,RJ
igarape-miri,1,68430.0,-1.964732426779484,-48.95745344673377,igarape-miri,PA
bertolinia,1,64870.0,-7.6415814797654145,-43.95393890334598,bertolinia,PI
cordeiros,1,46280.0,-15.03983327056576,-41.93440289943276,cordeiros,BA
sao desiderio,1,47820.0,-12.363780676738068,-44.97783307746004,sao desiderio,BA
correntes,1,55315.0,-9.128976277683057,-36.32604458379262,correntes,PE
central,1,44940.0,-11.133308013660791,-42.099116322986056,central,BA
coari,1,69460.0,-4.125953433746921,-63.13532670172561,coari,AM
arara,1,58396.0,-6.826642386160112,-35.75993617605351,arara,PB
rosario,1,65150.0,-2.937183484466264,-44.25257824254094,rosario,MA
lagoao,1,99340.0,-29.22137414960179,-52.77339757898556,lagoao,RS
ibiracatu,1,39455.0,-15.666170706013462,-44.16489240617045,ibiracatu,MG
nossa senhora de lourdes,1,49890.0,-10.07964062554086,-37.059326228559605,nossa senhora de lourdes,SE
aratiba,1,99770.0,-27.394720843146818,-52.30114616361225,aratiba,RS
porto de pedras,1,57945.0,-9.155885213028943,-35.296016050807246,porto de pedras,AL
almino afonso,1,59760.0,-6.157758437798741,-37.76681682352295,almino afonso,RN
pindoretama,1,62860.0,-4.093127327033661,-38.30485510230516,pindoretama,CE
sao joao da ponte,1,39430.0,-15.930528926847122,-44.008407641118986,sao joao da ponte,MG
suzanapolis,1,15380.0,-20.500316999999995,-51.02919,suzanapolis,SP
cabaceiras do paraguacu,1,44345.0,-12.540125884554271,-39.18492832018519,cabaceiras do paraguacu,BA
monteiropolis,1,57440.0,-9.604761111065375,-37.24849386111683,monteiropolis,AL
ipupiara,1,47590.0,-11.8186723755844,-42.61512023720324,ipupiara,BA
bacaxa,1,28993.0,-22.894108855119363,-42.465506391541936,bacaxa,RJ
vicentina,1,79710.0,-22.40925569579533,-54.43828278816663,vicentina,MS
itaara,1,97185.0,-29.583110999999946,-53.77228999999996,itaara,RS
caldeirao grande do piaui,1,64695.0,-7.33314954713578,-40.637572987487424,caldeirao grande do piaui,PI
aguas mornas,1,88150.0,-27.695363785630786,-48.824898256913805,aguas mornas,SC
canapi,1,57530.0,-9.113100722823068,-37.61158401052933,canapi,AL
ibitiuva,1,14760.0,-21.001462657440992,-48.33171324598017,ibitiuva,SP
doutor ulysses,1,83590.0,-24.56461480876705,-49.42160812537662,doutor ulysses,PR
guapirama,1,86465.0,-23.51467528414856,-50.04163752160026,guapirama,PR
pedro velho,1,59196.0,-6.4364449446840055,-35.217733313910585,pedro velho,RN
senador cortes,1,36650.0,-21.798125435165836,-42.94493903761762,senador cortes,MG
santa cruz do timbo,1,89410.0,-26.38638999999995,-50.883609999999976,santa cruz do timbo,SC
montividiu do norte,1,76465.0,-13.355890771626251,-48.690104112247646,montividiu do norte,GO
sao geraldo da piedade,1,39723.0,-19.898192777975886,-43.8996269124073,sao geraldo da piedade,MG
morro agudo de goias,1,76355.0,-15.313939506000493,-50.05701313896023,morro agudo de goias,GO
chorozinho,1,62875.0,-4.3010368283210205,-38.50134905172281,chorozinho,CE
agua limpa,1,75665.0,-18.07465013678437,-48.76096353443122,agua limpa,GO
formosa da serra negra,1,65943.0,-6.435558596813665,-46.18935556037582,formosa da serra negra,MA
paulistania,1,17150.0,-22.578742863275487,-49.4042064390494,paulistania,SP
sao goncalo do rio das pedras,1,39153.0,-18.41443999999996,-43.49499999999995,sao goncalo do rio das pedras,MG
felipe guerra,1,59795.0,-5.518235999999945,-37.71707749999996,felipe guerra,RN
tururu,1,62655.0,-3.596534525111112,-39.43317913197775,tururu,CE
guimaraes,1,65255.0,-2.1338405141759216,-44.61118011420099,guimaraes,MA
maiquinique,1,45770.0,-15.61872434164873,-40.2628444086397,maiquinique,BA
divisa nova,1,37142.0,-21.509586615033808,-46.19306760971549,divisa nova,MG
buique,1,56520.0,-8.621022745328284,-37.15715277958751,buique,PE
galia,1,17450.0,-22.295089969399903,-49.55796618353531,galia,SP
corrego fundo,1,35578.0,-20.4500236903322,-45.55587728806265,corrego fundo,MG
ipuiuna,1,37588.0,-22.100630717039284,-46.18999890076049,ipuiuna,MG
ibicuitinga,1,62955.0,-4.980867833703731,-38.63882237052403,ibicuitinga,CE
orizania,1,36828.0,-20.51053920586263,-42.20115269609158,orizania,MG
macuco,1,28545.0,-21.98581086286466,-42.25432890187028,macuco,RJ
nova guarita,1,78508.0,-10.311060401985005,-55.40503660692545,nova guarita,MT
pombos,1,55630.0,-8.139970440964877,-35.397434855205795,pombos,PE
nova guataporanga,1,17950.0,-21.33493314953268,-51.64326467110524,nova guataporanga,SP
capoeiras,1,55365.0,-8.742673768218529,-36.62827630160531,capoeiras,PE
santa luzia do parua,1,65272.0,-2.549871048690015,-45.77642489777076,santa luzia do parua,MA
uniao do sul,1,78543.0,-11.528871547044105,-54.36488818500798,uniao do sul,MT
ubirajara,1,17440.0,-22.53045741979009,-49.658705619311135,ubirajara,SP
itaparica,1,44460.0,-12.897535344930448,-38.67483414792295,itaparica,BA
anhandui,1,79125.0,-20.980792538850324,-54.50364919235629,anhandui,MS
jardim abc de goias,1,72899.0,-21.46782908813674,-56.171869203037616,jardim abc de goias,GO
trabiju,1,14935.0,-22.04009712079893,-48.33544815658296,trabiju,SP
sao mamede,1,58625.0,-6.927377151418117,-37.09180860972421,sao mamede,PB
meridiano,1,15625.0,-20.35657483326317,-50.1774619174735,meridiano,SP
tecainda,1,19505.0,-22.00213885994207,-51.13602054714947,tecainda,SP
alcantara,1,65250.0,-2.404971524844057,-44.41769474127628,alcantara,MA
santa barbara do para,1,68798.0,-1.226606420260601,-48.29340811872681,santa barbara do para,PA
eugenio de castro,1,98860.0,-28.52579202913873,-54.145060536445655,eugenio de castro,RS
ipiranga do sul,1,99925.0,-27.93682246647463,-52.42671526329557,ipiranga do sul,RS
joaima,1,39890.0,-16.660190401552875,-41.01830667988212,joaima,MG
joselandia,1,65755.0,-4.990259510504171,-44.69697755836685,joselandia,MA
nova roma do sul,1,95260.0,-28.996131751159357,-51.41079905591152,nova roma do sul,RS
sao luiz do norte,1,76365.0,-14.859288734378955,-49.32758651143619,sao luiz do norte,GO
pequizeiro,1,77730.0,-8.593846520509429,-48.93535448656135,pequizeiro,TO
pocao de pedras,1,65740.0,-4.751404235220042,-44.93839063876921,pocao de pedras,MA
erico cardoso,1,46180.0,-13.393046999999946,-42.13428199999996,erico cardoso,BA
governador eugenio barros,1,65780.0,-5.326019921994964,-44.24751052708966,governador eugenio barros,MA
sao carlos do ivai,1,87770.0,-23.31782000793505,-52.473963346301176,sao carlos do ivai,PR
pavao,1,39814.0,-17.43259142919295,-40.99682930190104,pavao,MG
pedra lavrada,1,58180.0,-6.7573309027322255,-36.46367781841733,pedra lavrada,PB
picada cafe,1,95175.0,-29.454218608982814,-51.1349063786892,picada cafe,RS
lindoia do sul,1,89735.0,-27.05307853048608,-52.09110130912812,lindoia do sul,SC
sao rafael,1,59518.0,-5.808972243869418,-36.882078784037176,sao rafael,RN
ubai,1,39320.0,-16.294903805402466,-44.78594487865575,ubai,MG
sao geraldo do baguari,1,39704.0,-20.92537238943141,-42.83361997245812,sao geraldo do baguari,MG
conceicao da ibitipoca,1,36144.0,-12.231409949440009,-38.93476380306833,conceicao da ibitipoca,MG
teresina de goias,1,73795.0,-13.782693847651853,-47.27210584827316,teresina de goias,GO
magalhaes de almeida,1,65560.0,-3.3962112430153777,-42.202832462203006,magalhaes de almeida,MA
frei rogerio,1,89530.0,-27.17566510161734,-50.80837236822696,frei rogerio,SC
guairaca,1,87880.0,-22.94269881650072,-52.69499413433616,guairaca,PR
santo antonio do taua,1,68786.0,-1.1551362018390574,-48.13344193736534,santo antonio do taua,PA
severiano melo,1,59856.0,-5.801141999999945,-37.98702349999997,severiano melo,RN
passira,1,55650.0,-7.977456202295261,-35.58090828358349,passira,PE
caturama,1,46575.0,-13.333729171545942,-42.29746740329848,caturama,BA
aparecida de monte alto,1,15915.0,-22.954083164763475,-46.53141327747673,aparecida de monte alto,SP
olaria,1,36145.0,-21.85936568266225,-43.93475714584133,olaria,MG
estrela d oeste,1,15650.0,-20.284829844428728,-50.38984152995031,estrela d oeste,SP
berizal,1,39555.0,-15.609681816705162,-41.737729091647424,berizal,MG
pio ix,1,64660.0,-6.833888219561676,-40.61187736751722,pio ix,PI
novo mundo,1,78528.0,-9.975387390303156,-55.17068079333467,novo mundo,MT
erebango,1,99920.0,-27.85871614928,-52.300402732656885,erebango,RS
coronel murta,1,39635.0,-16.61721053621776,-42.18836455931665,coronel murta,MG
pugmil,1,77603.0,-10.421498999999947,-48.92569099999996,pugmil,TO
sao jose da boa vista,1,84980.0,-23.917829015702868,-49.65165829437156,sao jose da boa vista,PR
boa vista do sul,1,95727.0,-29.3463847125755,-51.67421310451108,boa vista do sul,RS
portela,1,28595.0,-21.63075786316839,-41.98458605855964,portela,RJ
mirante da serra,1,76926.0,-11.030827071982715,-62.66805871325081,mirante da serra,RO
filadelfia,1,44775.0,-10.74248367715116,-40.13498827655869,filadelfia,BA
sarutaia,1,18840.0,-23.27533750767878,-49.48189829837172,sarutaia,SP
aguas claras,1,94760.0,-30.13782999999995,-50.87068999999997,aguas claras,RS
aquidaba,1,49790.0,-10.285805976977402,-37.01856525185625,aquidaba,SE
brejo dos santos,1,58880.0,-6.3798659151622745,-37.82503164805101,brejo dos santos,PB
uniao da serra,1,99215.0,-28.75351350794273,-52.01516273741686,uniao da serra,RS
campo do brito,1,49520.0,-10.752075705980422,-37.491271165436586,campo do brito,SE
anguera,1,44670.0,-12.146069999999952,-39.24499499999996,anguera,BA
carmesia,1,35878.0,-19.087444706923964,-43.14305333838645,carmesia,MG
saubara,1,44220.0,-12.779416703064127,-38.77728408911774,saubara,BA
porteiras,1,63270.0,-7.535494408562345,-39.115641862213934,porteiras,CE
mansidao,1,47160.0,-10.7202751094587,-44.03490962562292,mansidao,BA
antonina do norte,1,63570.0,-6.774548977235152,-39.98777406829451,antonina do norte,CE
silvano,1,38749.0,-18.84342224059588,-47.19121416498014,silvano,MG
mossamedes,1,76150.0,-16.125432176358853,-50.21559308817943,mossamedes,GO
sao felix do coribe,1,47665.0,-13.402789200822284,-44.19615634465158,sao felix do coribe,BA
praia norte,1,77970.0,-5.395737737391552,-47.81029455314858,praia norte,TO
nossa senhora de caravaggio,1,88868.0,-28.66415840512589,-49.46898557112873,nossa senhora de caravaggio,SC
vargem grande do rio pardo,1,39535.0,-15.392753999999991,-42.30058274999999,vargem grande do rio pardo,MG
salobro,1,44892.0,-11.860459652819213,-41.75396975925798,salobro,BA
angical,1,47960.0,-12.007854519145162,-44.70023526385971,angical,BA
ipiranga do norte,1,78578.0,-12.243175789962,-56.151966028562725,ipiranga do norte,MT
tapinas,1,14907.0,-21.448052139973765,-48.78723054003935,tapinas,SP
jiquirica,1,45470.0,-13.253500799960118,-39.57159600019938,jiquirica,BA
vicosa do ceara,1,62300.0,-3.5659124999999907,-41.09193899999998,vicosa do ceara,CE
pareci novo,1,95783.0,-29.638048322432056,-51.39679847594919,pareci novo,RS
maribondo,1,57670.0,-9.577321025787803,-36.30549178547161,maribondo,AL
mata,1,97410.0,-29.565903537092638,-54.45754366121784,mata,RS
malhador,1,49570.0,-10.661215666185278,-37.31198423560332,malhador,SE
barra do jacare,1,86385.0,-23.11527383783278,-50.17926898432253,barra do jacare,PR
jaupaci,1,76210.0,-16.180618038964106,-50.95459100791878,jaupaci,GO
sardoa,1,39728.0,-18.78101965901281,-42.36593808671585,sardoa,MG
antonio goncalves,1,44780.0,-10.573354056181682,-40.27540608558596,antonio goncalves,BA
planaltino,1,45375.0,-13.26185047191616,-40.36616960702636,planaltino,BA
queiroz,1,17590.0,-21.798791925982627,-50.238082646090845,queiroz,SP
atilio vivacqua,1,29490.0,-20.914312443621142,-41.19487140907632,atilio vivacqua,ES
cajapio,1,65230.0,-2.878386869999672,-44.67634943861064,cajapio,MA
coronel pacheco,1,36155.0,-21.592821936155687,-43.26987525138927,coronel pacheco,MG
brotas de macaubas,1,47560.0,-12.000914068499046,-42.627714051877966,brotas de macaubas,BA
rio dos cedros,1,89121.0,-26.740664186748504,-49.27214980932904,rio dos cedros,SC
salto do itarare,1,84945.0,-23.606472921478836,-49.62346510747421,salto do itarare,PR
arvoredo,1,89778.0,-27.073677924846148,-52.46063391683467,arvoredo,SC
taparuba,1,36953.0,-19.76388001467585,-41.6129741787259,taparuba,MG
banabuiu,1,63960.0,-5.300622587702005,-38.92089896010024,banabuiu,CE
minduri,1,37447.0,-21.68385275868278,-44.60992056965269,minduri,MG
sao bernardino,1,89982.0,-26.47411054201157,-52.96523078139008,sao bernardino,SC
sao bento abade,1,37407.0,-21.58230659360452,-45.07309951550548,sao bento abade,MG
cantanhede,1,65465.0,-3.633859413381086,-44.37647801878692,cantanhede,MA
nova america da colina,1,86230.0,-23.3302943919634,-50.71667646693494,nova america da colina,PR
sao joao da parauna,1,75985.0,-16.821590263814823,-50.40752804308044,sao joao da parauna,GO
sao lourenco do piaui,1,64778.0,-9.169084034367527,-42.544389853520286,sao lourenco do piaui,PI
baixa grande do ribeiro,1,64868.0,-7.864803509952608,-45.21117488286422,baixa grande do ribeiro,PI
ipueira,1,59315.0,-6.815330025901819,-37.199816471318194,ipueira,RN
candeal,1,48710.0,-11.809408323109889,-39.12123378771046,candeal,BA
sao felix do araguaia,1,78670.0,-11.617436796107343,-50.66467509110998,sao felix do araguaia,MT
nova esperanca do piria,1,68618.0,-2.267896090358896,-46.96791862545391,nova esperanca do piria,PA
desterro,1,58695.0,-7.288768937583606,-37.0849272932766,desterro,PB
princesa isabel,1,58755.0,-7.735443497126389,-37.99534074349566,princesa isabel,PB
goncalves dias,1,65775.0,-5.156979203282784,-44.300440289405046,goncalves dias,MA
sao bras,1,57380.0,-10.12626257927444,-36.89934930734973,sao bras,AL
patis,1,39378.0,-16.081822511216718,-44.08254601912787,patis,MG
estrela d'oeste,1,15650.0,-20.2860298153052,-50.40073964334606,estrela d'oeste,SP
sao jose do campestre,1,59275.0,-6.31561706083793,-35.71158345602781,sao jose do campestre,RN
progresso,1,95925.0,-29.244490117953653,-52.3059435,progresso,RS
santana de pirapama,1,35785.0,-19.00380206936531,-44.03631999208437,santana de pirapama,MG
itapage,1,62600.0,-3.6913951557022258,-39.583418076029695,itapage,CE
corrego do ouro,1,37163.0,-21.37141966234977,-45.77308462365314,corrego do ouro,MG
sao jose do inhacora,1,98958.0,-27.72629148195702,-54.12735888843683,sao jose do inhacora,RS
cajari,1,65210.0,-3.321405084840822,-45.01919981383092,cajari,MA
cha de alegria,1,55835.0,-7.998446399072471,-35.210479104596075,cha de alegria,PE
nova roma,1,73820.0,-13.740236970417644,-46.880682499223525,nova roma,GO
pardinho,1,18640.0,-23.087760940509984,-48.369335601835495,pardinho,SP
lagoa,1,58835.0,-6.590710163510188,-37.91394109922627,lagoa,PB
nova santa barbara,1,86250.0,-23.583915000000005,-50.76492760381962,nova santa barbara,PR
ribeirao cascalheira,1,78675.0,-12.92946116464662,-51.82375025678539,ribeirao cascalheira,MT
caibate,1,97930.0,-28.293521367886463,-54.637295352589966,caibate,RS
santa brigida,1,48570.0,-9.733261049798548,-38.12481562095697,santa brigida,BA
jaguaracu,1,35188.0,-19.56294235615008,-42.70815844188607,jaguaracu,MG
senador la rocque,1,65935.0,-5.438624115189309,-47.30334725991851,senador la rocque,MA
santo antonio do leste,1,78628.0,-14.796101618284547,-53.61654890689474,santo antonio do leste,MT
cujubim,1,76864.0,-9.354410864717355,-62.58478298211155,cujubim,RO
augustinopolis,1,77960.0,-5.473586148014865,-47.89170459982213,augustinopolis,TO
rainha do mar,1,95589.0,-29.852192006924074,-50.066193243717,rainha do mar,RS
sao sebastiao de campos,1,28145.0,-8.741505904812968,-63.90793314364332,sao sebastiao de campos,RJ
cha grande,1,55636.0,-8.238637548105803,-35.461900329677846,cha grande,PE
curvelandia,1,78237.0,-15.684513194085635,-57.85404386307187,curvelandia,MT
monte alverne,1,96859.0,-29.559439999999935,-52.33471999999995,monte alverne,RS
novo alegre,1,77353.0,-12.914295221786524,-46.572776909269145,novo alegre,TO
pirambu,1,49190.0,-10.738773452795847,-36.85691648794299,pirambu,SE
ibitira,1,35607.0,-19.877805249238055,-44.053327818831775,ibitira,MG
coronel sapucaia,1,79995.0,-23.269742426952885,-55.53278057348936,coronel sapucaia,MS
alagoa nova,1,58125.0,-7.060265930796496,-35.755396476341325,alagoa nova,PB
vila reis,1,86819.0,-23.61337229155387,-51.408946156055485,vila reis,PR
prudencio thomaz,1,79134.0,-21.65249882825977,-54.43375249029554,prudencio thomaz,MS
paula freitas,1,84630.0,-26.15923524030926,-50.886489939801415,paula freitas,PR
ravena,1,34740.0,-19.728929999999963,-43.75985499999996,ravena,MG
tuiuti,1,12930.0,-22.81304341483897,-46.69536722297934,tuiuti,SP
herveiras,1,96888.0,-29.45393522666306,-52.65264783086967,herveiras,RS
capivari do sul,1,95552.0,-30.13968637516749,-50.50616426461453,capivari do sul,RS
general maynard,1,49750.0,-10.684785662125352,-36.9855994469716,general maynard,SE
andarai,1,46830.0,-12.805799274074394,-41.33381531066535,andarai,BA
caetes,1,55360.0,-8.773901483495596,-36.62333466732271,caetes,PE
florania,1,59335.0,-6.124925214346815,-36.81297202901485,florania,RN
iomere,1,89558.0,-27.001624153002236,-51.24034695077845,iomere,SC
comercinho,1,39628.0,-16.298767786857304,-41.7970543633526,comercinho,MG
itatiba do sul,1,99760.0,-27.386544662442343,-52.4536237320188,itatiba do sul,RS
serra dos dourados,1,87518.0,-23.619535425600905,-53.38212068195976,serra dos dourados,PR
altinho,1,55490.0,-8.487249302308262,-36.06124155479698,altinho,PE
natividade da serra,1,12180.0,-23.37997661856026,-45.44779214793582,natividade da serra,SP
fagundes,1,58487.0,-7.358277166318482,-35.78813302934903,fagundes,PB
rio doce,1,35442.0,-20.246623928284777,-42.8985458696973,rio doce,MG
coracao de maria,1,44250.0,-12.122178847279342,-38.79088328491321,coracao de maria,BA
amarante,1,64400.0,-6.249830263775127,-42.85098995177482,amarante,PI
datas,1,39130.0,-18.44504921404223,-43.6598059256294,datas,MG
tabuleiro do norte,1,62960.0,-5.24424427677554,-38.126194423377136,tabuleiro do norte,CE
luis correia,1,64220.0,-2.878926520157492,-41.66739806327445,luis correia,PI
vila flor,1,59192.0,-6.319734352766079,-35.07882974665532,vila flor,RN
uruburetama,1,62650.0,-3.622884636580328,-39.51173583764039,uruburetama,CE
charrua,1,99960.0,-27.953797243257792,-52.02964105736787,charrua,RS
quilometro 14 do mutum,1,29735.0,-19.39694800303902,-40.905039758603685,quilometro 14 do mutum,ES
purilandia,1,28396.0,-20.930241336986363,-41.95467864038804,purilandia,RJ
jacuizinho,1,99457.0,-29.033645685238604,-53.04832096214403,jacuizinho,RS
itanhem,1,45970.0,-17.169309822221965,-40.33387511274585,itanhem,BA
ouvidor,1,75715.0,-18.235248367830238,-47.82964418912989,ouvidor,GO
conrado,1,26920.0,-22.533390248012804,-43.56815285712736,conrado,RJ
erere,1,63470.0,-6.030918985604263,-38.35019598239988,erere,CE
epitaciolandia,1,69934.0,-11.026907031303129,-68.74062779672582,epitaciolandia,AC
itaicaba,1,62820.0,-4.67684177612762,-37.82659489637919,itaicaba,CE
mimoso de goias,1,73730.0,-15.058861739616107,-48.16387411287314,mimoso de goias,GO
terenos,1,79190.0,-20.435927487008,-54.86288255574132,terenos,MS
sao felix,1,44360.0,-12.607040403624948,-38.97007726714541,sao felix,BA
pirpirituba,1,58213.0,-6.778855163242818,-35.49639121542699,pirpirituba,PB
adrianopolis,1,83490.0,-24.657592131076303,-48.99252109450877,adrianopolis,PR
araguacu,1,77475.0,-12.930765415274008,-49.82523470005852,araguacu,TO
monte gordo,1,42820.0,-12.623162729337542,-38.0884037763407,monte gordo,BA
sao pedro da agua branca,1,65920.0,-5.088865560439638,-48.43595435165218,sao pedro da agua branca,MA
santa fe de minas,1,39295.0,-16.69160011943032,-45.41414138855821,santa fe de minas,MG
morro vermelho,1,34940.0,-19.960277030532666,-43.694252481961534,morro vermelho,MG
gongogi,1,45540.0,-14.326773468504886,-39.465897298833816,gongogi,BA
sao patricio,1,76343.0,-15.350104400294445,-49.820113727808064,sao patricio,GO
morro grande,1,88925.0,-28.800127512229675,-49.71386846480913,morro grande,SC
capela do alto alegre,1,44645.0,-11.669901901501904,-39.8375388502574,capela do alto alegre,BA
silvanopolis,1,77580.0,-11.15337794953285,-48.17433429228698,silvanopolis,TO
japaraiba,1,35580.0,-20.14111453576367,-45.51162783953845,japaraiba,MG
terra nova,1,44270.0,-12.394394307759336,-38.6262354709915,terra nova,BA
jenipapo de minas,1,39645.0,-17.082321328981724,-42.2582020006941,jenipapo de minas,MG
nova floresta,1,58178.0,-6.4575497978493965,-36.20075397642021,nova floresta,PB
diamante d'oeste,1,85896.0,-24.942910922403374,-54.10315523369722,diamante d'oeste,PR
abadiania,1,72940.0,-16.19429786829193,-48.71111290947108,abadiania,GO
cacaulandia,1,76889.0,-10.343312775948917,-62.89785222838565,cacaulandia,RO
alto alegre do pindare,1,65398.0,-3.6666985993633183,-45.84418866209721,alto alegre do pindare,MA
liberato salzano,1,99690.0,-27.60049930552644,-53.07653326248865,liberato salzano,RS
boa vista do burica,1,98918.0,-27.67103616728154,-54.10994624326855,boa vista do burica,RS
lagoinha do piaui,1,64465.0,-5.841485261387863,-42.62273223295626,lagoinha do piaui,PI
brasilandia,1,79670.0,-21.25463310124472,-52.03600872344774,brasilandia,MS
angelica,1,79785.0,-22.16152225038499,-53.7823166726343,angelica,MS
aquiraz,1,61700.0,-3.901738499999997,-38.38465799999999,aquiraz,CE
condeuba,1,46200.0,-14.899195186524665,-41.96798995146055,condeuba,BA
dois riachos,1,57560.0,-9.38569128292286,-37.0910172231259,dois riachos,AL
antunes,1,35698.0,-19.90776176959649,-44.70075783101499,antunes,MG
santa isabel do rio preto,1,27657.0,-22.22506118230265,-44.06428379302008,santa isabel do rio preto,RJ
agudo,1,96540.0,-29.64132780145571,-53.23705863727485,agudo,RS
pancas,1,29750.0,-19.22467331293244,-40.845811769026106,pancas,ES
estiva,1,37542.0,-22.46467527794369,-46.01461527435168,estiva,MG
estrela velha,1,96990.0,-29.176430520062823,-53.15913797993718,estrela velha,RS
agrestina,1,55495.0,-8.458042393587931,-35.94626042434976,agrestina,PE
pirapo,1,86818.0,-23.55761498008746,-51.53507921955235,pirapo,PR
porto lucena,1,98980.0,-27.852707334577502,-55.01796463816312,porto lucena,RS
capela nova,1,36290.0,-20.927299842129184,-43.62327139467703,capela nova,MG
inga,1,58380.0,-7.287358784139317,-35.599233409671804,inga,PB
capitao eneas,1,39472.0,-16.318901462107686,-43.72323266228621,capitao eneas,MG
dom joaquim,1,35865.0,-18.967900220854037,-43.25712539157436,dom joaquim,MG
andrequice,1,39207.0,-18.25622999999996,-45.06661999999994,andrequice,MG
laje do muriae,1,28350.0,-21.208425873632716,-42.12010263013634,laje do muriae,RJ
nova crixas,1,76520.0,-14.099851566228695,-50.331311176566,nova crixas,GO
porto alegre do norte,1,78655.0,-10.87824536658774,-51.63245014478685,porto alegre do norte,MT
entre folhas,1,35324.0,-19.626635594024965,-42.22690931854617,entre folhas,MG
sao joao do sobrado,1,29985.0,-18.323749867353527,-40.40506777298805,sao joao do sobrado,ES
dezesseis de novembro,1,97845.0,-28.226687581354017,-55.05395910608221,dezesseis de novembro,RS
pires ferreira,1,62255.0,-4.2427663476756,-40.647004932216205,pires ferreira,CE
crucilandia,1,35478.0,-20.39053791001082,-44.33883429124456,crucilandia,MG
gramado xavier,1,96875.0,-29.26974106322729,-52.578317570734434,gramado xavier,RS
chorrocho,1,48660.0,-8.826013119661829,-38.98049596405926,chorrocho,BA
mocajuba,1,68420.0,-2.585184077208961,-49.50453395356183,mocajuba,PA
barra longa,1,35447.0,-20.283772009388837,-43.04455407287914,barra longa,MG
nova laranjeiras,1,85350.0,-25.30872458394816,-52.54606026185847,nova laranjeiras,PR
inhuma,1,64535.0,-6.664958737391221,-41.7074620550988,inhuma,PI
ouro,1,89663.0,-27.329046383432036,-51.60118442849723,ouro,SC
jequeri,1,35390.0,-20.452314540235463,-42.66572200714518,jequeri,MG
pau d'arco,1,57319.0,45.06593318269697,9.341527629906514,pau d'arco,AL
pitimbu,1,58324.0,-7.473060538211956,-34.80818636133932,pitimbu,PB
pontes gestal,1,15560.0,-20.18015042971878,-49.704197505100765,pontes gestal,SP
moeda,1,35470.0,-20.332201997639725,-44.05431280147764,moeda,MG
nova ipixuna,1,68585.0,-4.920425216297361,-49.07707371085248,nova ipixuna,PA
cerrito,1,96395.0,-31.85235366363681,-52.816389108312585,cerrito,RS
alto alegre do maranhao,1,65413.0,-4.218598229864456,-44.44874597259727,alto alegre do maranhao,MA
riacho de santo antonio,1,58465.0,-7.69288358060648,-36.15725894328097,riacho de santo antonio,PB
uniao dos palmares,1,57800.0,-9.16211014681702,-36.02405541735179,uniao dos palmares,AL
arenopolis,1,76235.0,-16.385533852402578,-51.55801057721951,arenopolis,GO
bequimao,1,65248.0,-2.452665641160311,-44.78653949510694,bequimao,MA
cambiasca,1,28425.0,-21.714719999999943,-41.92499999999996,cambiasca,RJ
vargem grande,1,65430.0,-3.5513577098597806,-43.92322865148397,vargem grande,MA
conceicao do caninde,1,64740.0,-7.878980865171296,-41.59380411432435,conceicao do caninde,PI
bom jesus do sul,1,85708.0,-26.197267430242395,-53.597638029687296,bom jesus do sul,PR
wagner,1,46970.0,-12.287128158459996,-41.16958186909341,wagner,BA
mariano moro,1,99790.0,-27.354868380485,-52.14572630975749,mariano moro,RS
riachuelo,1,49130.0,-10.731336290803233,-37.189260909474015,riachuelo,SE
macambira,1,49565.0,-10.666603025861358,-37.54288989391474,macambira,SE
campo alegre do fidalgo,1,64767.0,-8.37863209751232,-41.83417386076794,campo alegre do fidalgo,PI
padre carvalho,1,39573.0,-16.22821924086457,-42.61675693519776,padre carvalho,MG
